NhietdoN_SONG,pH_N_SONG,Duc_N_SONG,Mau_N_SONG,SS_SONG,EC_N_SONG,Jartest_N_SONG_KN
28.5,7,78,,,54.5,24
27,7,77,,,55.5,24
28,7,91,860,80,58.7,24
28.7,7,98,,,56.7,24
27.5,6.9,93,,,62.2,24
28.2,6.9,91,808,35,59.1,22
29.1,6.9,83,,,58.8,22
29.1,6.9,81,,,60.1,22
28.3,7,95,,,57.4,24
28.8,7,99,,,52.9,24
28.2,7,95,,,53.5,24
28.3,6.9,94,858,69,54.1,24
29.2,6.9,97,,,53.5,24
29,7,91,,,52.7,24
28.3,6.9,93,840,69,54,20
29.2,6.9,102,,,53.3,20
28.7,6.9,90,,,54,20
27.6,6.9,99,862,67,53.2,20
27.8,6.9,104,,,60.9,20
25.8,6.9,92,842,71,55,20
27.4,6.8,147,1290,117,51,28
27.4,6.8,183,1548,142,54,30
27,6.7,168,,,48.6,30
27.6,6.8,182,,,50.6,28
27.5,6.8,169,1400,132,59.2,28
27.3,6.7,130,1210,100,55.7,26
27.5,6.7,142,1254,101,54.8,26
27.4,6.8,156,,,61.8,26
27.4,6.7,131,,,60.5,26
27.5,6.8,133,,,67,26
27.5,6.8,115,,,56.2,26
27.8,6.8,133,1110,104,60.8,26
27.8,6.8,128,,,56.2,30
27.4,6.8,121,,,49.8,24
27.6,6.8,145,,,56,24
27,6.8,160,1389,120,53.2,24
28,6.9,114,1110,98,51.3,24
27.6,6.9,137,1266,111,55.6,24
27.6,6.8,128,,,58,24
28.1,6.8,83,,,53,22
28.3,6.8,84,,,55.8,22
28,6.8,92,,,57,22
27.9,7,69,658,56,55,22
28.3,6.9,70,,,56.6,22
28.3,6.9,77,,,59.7,22
28.2,6.9,77,700,64,55.4,20
28.8,7,71,,,51.8,20
28.6,6.9,85,756,70,55.7,20
28.5,7,94,840,80,49.8,22
29.4,7,78,,,51.4,22
28.6,6.9,73,,,55,22
28.7,7,58,497,45,51.6,22
29.3,7,54,,,52.3,22
28.7,6.9,53,,,53,22
28.5,6.9,50,470,41,50.4,22
29.8,6.9,54,,,53.4,22
29.8,6.9,50,,,50.2,22
28.4,6.9,53,469,40,50.6,22
29.2,6.9,73,,,52.7,22
28.5,6.9,63,543,46,52.2,22
29.3,6.9,81,753,63,55.8,22
28.7,6.9,67,,,52,22
28.5,6.8,70,640,56,52,24
28.9,6.9,81,,,55.5,24
28.9,6.8,71,,,51.5,24
28.3,6.8,57,489,42,51.1,24
28.5,6.8,89,,,55.1,24
29,6.8,75,,,51.7,24
28.7,6.8,65,536,50,51.6,22
28.9,6.9,101,,,52.9,22
28,6.8,93,,,52.2,24
28.5,6.8,115,986,90,48.9,24
29.2,6.8,142,1248,126,52.4,28
28.6,6.7,120,1094,10,52.7,28
28.3,6.6,122,1029,91,48.7,28
29.1,6.7,131,1122,99,51,28
27.9,6.7,131,,,52.4,28
27.9,6.7,92,866,71,48.2,24
29.6,6.8,92,,,52.4,24
29.6,6.8,130,1120,98,54,24
28.3,6.6,185,1524,142,45.4,30
28.8,6.7,130,,,51,26
28.6,6.7,123,,,51.9,26
28.4,6.7,140,1200,103,52.9,26
28.9,6.7,127,,,56.1,26
28.9,6.7,137,1227,107,56.4,26
28.1,6.7,118,,,52.4,28
29.1,6.8,116,,,52.6,28
29.1,6.7,123,,,52,28
28.6,6.8,102,858,76,48.8,24
29.2,6.8,75,,,53.1,22
28.8,6.8,72,,,54.9,22
28.9,6.8,57,489,42,51.5,20
29.4,6.8,60,,,51.8,20
29.2,6.8,60,,,51.2,20
28.9,6.8,59,538,46,51.4,22
29.4,6.8,59,,,50.8,20
29.3,6.7,55,,,50.9,20
29,6.7,62,574,46,50,20
28.7,6.8,56,,,50.1,20
28.6,6.8,50,447,38,49.6,20
28.1,6.7,49,425,36,49.5,18
28.1,6.7,56,,,51.2,18
28.1,6.8,49,,,51.5,18
28.9,6.7,81,682,58,46.9,20
29.5,6.7,118,942,87,48,20
29.3,6.7,91,,,46.4,20
28.7,6.6,88,750,67,45.2,22
29.4,6.6,102,,,50.8,22
28.9,6.6,80,,,48.1,22
28.5,6.7,69,640,54,47.9,20
29.7,6.7,97,,,50.3,22
29.7,6.6,83,,,48.5,22
29.1,6.7,62,566,43,48.6,18
29.8,6.7,100,,,51.1,18
29.8,6.6,79,,,49.5,18
29.3,6.6,90,748,69,47.3,22
29.5,6.7,76,,,51.2,22
28.9,6.7,61,,,49.5,22
29.2,6.7,47,405,35,48.5,20
30,6.7,64,,,51.8,20
29.1,6.7,65,,,50.8,20
29.3,6.7,49,447,38,47.6,18
30.2,6.7,59,508,46,51.1,18
29.8,6.7,60,,,50,18
29.2,6.8,55,478,42,49.1,18
30.2,6.8,56,,,51.4,18
29.5,6.7,53,,,53,18
29.6,6.7,39,358,29,50.1,18
30,6.7,41,,,51,18
29.2,6.7,50,435,40,52.7,18
29.3,6.7,36,326,27,51.3,18
30.4,6.7,36,,,51.1,18
30,6.7,39,,,52.2,18
29.3,6.7,34,320,22,50,16
30.4,6.8,31,,,50.5,16
30.2,6.7,34,,,53.7,16
29,6.7,31,300,26,48.9,16
30,6.8,30,,,51.5,16
30,6.7,32,,,49.7,16
29.9,6.7,29,260,22,49.2,16
30.6,6.7,30,,,50.5,16
30,6.8,26,,,49.5,16
29.9,6.8,26,244,20,50.5,16
29.8,6.7,37,,,51,16
29.8,6.7,33,,,50.4,14
29.3,6.7,28,249,21,50.8,16
30.5,6.7,33,,,52.2,16
30.3,6.7,28,,,50.8,16
29.5,6.7,24,203,18,50.6,16
30.7,6.7,30,,,53.4,16
29.2,6.8,26,,,52.5,16
29.8,6.7,22,183,15,50.3,14
30,6.7,29,,,52.7,14
30,6.7,30,,,50.2,14
29.2,6.7,28,230,17,50,14
29.9,6.7,30,,,53,14
29.9,6.7,34,278,26,51.9,14
29.5,6.7,25,219,20,49.8,14
30.5,6.7,28,,,53.3,14
30.5,6.7,30,,,52.1,14
29,6.7,25,226,17,51.2,14
30,6.7,28,,,54.5,14
30,6.7,33,,,53.1,14
29.8,6.8,25,220,18,50.3,14
29.2,6.8,24,,,51,14
29.5,6.7,29,,,54,14
29.5,6.8,26,218,15,52.3,14
30.1,6.8,30,,,55,14
29.5,6.7,34,286,26,54.6,14
29.5,6.7,28,229,17,53.6,14
29.6,6.7,28,,,54,14
29.5,6.7,38,,,53.7,14
29.2,6.7,42,352,28,52.7,14
29.5,6.7,52,,,49.4,14
29.4,6.8,59,,,54.5,14
29.1,6.7,48,406,34,55.5,18
30,6.7,41,,,59.4,18
29.3,6.7,40,,,60.4,18
29.2,6.7,41,349,30,56.5,18
29.2,6.7,53,,,58,18
29.8,6.7,53,,,55.1,18
29,6.7,37,327,28,57.3,18
29.5,6.7,35,,,60,18
29.5,6.7,37,,,59,18
28.4,6.7,32,261,24,60.4,16
29.1,6.7,27,,,60.3,16
28.6,6.7,30,,,62,16
28.4,6.7,34,283,26,63.8,16
28.5,6.8,29,,,63,16
28.5,6.7,34,,,64,16
28.5,6.7,29,248,24,64.3,18
29.1,6.7,33,,,64.5,18
28.5,6.7,36,,,63.4,18
28.7,6.8,28,220,24,63.4,18
29.8,6.8,35,,,64.5,18
28.7,6.8,36,,,64,18
28.7,6.7,40,332,32,64,16
29.6,6.7,37,,,66.4,16
28.9,6.7,47,400,38,64.9,16
28.4,6.6,29,252,24,64.3,16
28.8,6.7,36,,,62.1,16
28.4,6.7,44,,,60.6,16
28.5,6.6,28,216,21,62.9,16
28.7,6.6,43,,,60.3,16
29.1,6.7,48,380,37,58.6,16
28.2,6.7,32,291,26,63.9,18
28.5,6.7,40,320,28,65,18
28.5,6.6,45,,,59.6,18
28.4,6.7,34,243,23,64.5,18
28.4,6.6,39,,,61.6,18
28.4,6.6,31,258,25,60.7,16
29.4,6.6,31,,,60.5,16
28.7,6.7,30,,,61,16
29.2,6.8,24,222,18,60.2,16
30,6.7,28,,,63,16
29.4,6.7,27,,,63,16
29.5,6.7,26,216,18,63.7,16
29.8,6.7,23,,,62.2,16
29.4,6.7,29,,,63.8,16
28.8,6.6,28,227,20,64.3,16
29.3,6.6,26,,,64.2,16
29.3,6.6,30,,,61.2,16
29,6.7,25,203,18,67.2,14
29.8,6.7,30,,,61.9,14
29.2,6.7,27,,,63.8,14
29.2,6.7,23,199,28,64.3,14
30.2,6.7,26,,,62.6,14
29.6,6.7,26,,,65.5,14
28.8,6.7,26,216,16,67,14
29.2,6.7,30,,,65,14
29.2,6.6,30,,,68.2,14
29,6.7,22,196,19,67.4,12
30.3,6.7,27,,,61.4,12
30,6.6,40,,,64.6,12
29.1,6.7,32,284,27,68,16
29.8,6.7,31,,,63.2,16
30,6.7,36,,,63.2,16
29.4,6.7,22,210,18,60.6,14
29.4,6.7,24,,,59.2,14
29.8,6.7,35,,,58.8,14
29.5,6.7,21,175,18,59.8,14
30.3,6.7,23,,,59,14
29.7,6.7,29,,,59.7,14
29.8,6.8,18,151,16,59.6,14
30.3,6.8,20,,,59,14
30.2,6.8,23,,,57.7,14
29.5,6.7,18,142,14,61.6,14
30.1,6.7,18,,,61.5,14
29.9,6.7,23,,,59.8,14
29.6,6.8,16,131,12,60.5,14
29.6,6.8,17,,,59.6,14
29.2,6.6,22,192,18,58.6,14
29.2,6.7,15,125,12,61,14
29.5,6.7,18,,,60.1,14
29.3,6.7,17,,,58.5,14
28.6,6.7,14,112,12,58.7,16
29.7,6.7,14,,,60.7,16
29.2,6.8,16,,,59.5,16
28.7,6.8,16,126,13,59.1,14
29,6.8,16,,,57.6,14
28.8,6.8,17,,,58,14
28.3,6.8,14,108,12,58.1,14
28.8,7,12,,,56,14
28.4,6.8,15,,,56.4,14
27.6,6.8,12,103,11,55.7,14
27.6,6.8,11,,,55.2,14
27.6,6.8,13,,,55.2,14
27.3,6.9,13,104,10,54.5,14
28.6,7,16,,,55,14
28.2,6.9,11,93,10,54.8,14
27.7,6.8,11,86,7,55.2,14
28.6,6.9,13,,,56.8,14
28.2,6.9,11,,,56.8,14
27.9,6.9,11,93,9,57.2,14
28.5,6.9,14,,,57.5,14
28.4,6.9,13,,,58.3,14
27.9,6.8,13,105,9,57.4,14
28,6.8,16,,,59.6,14
28.3,6.8,21,,,58.6,14
27.5,6.8,13,124,10,57.8,14
28.6,6.8,16,,,57.7,14
28.5,6.8,26,,,58.2,14
27.9,6.8,14,128,12,58.1,16
28.5,6.8,18,,,58.9,16
28.2,6.8,26,,,57.8,16
28.2,6.8,16,145,13,59,16
29,6.8,17,,,59.7,16
28.7,6.8,23,,,57.4,16
28.7,6.8,14,126,12,60.5,16
28.7,6.8,16,,,59.9,16
27.5,6.7,22,,,60,16
28.3,6.8,18,177,14,72.1,16
29.4,6.8,17,,,61.2,16
29,6.7,25,,,59.5,16
28.5,6.6,17,159,15,67.5,16
28.5,6.7,17,,,63.2,16
28.6,6.7,21,,,62.7,16
28.3,6.7,17,165,14,64.6,14
29.2,6.7,16,,,63.2,14
28.9,6.7,16,,,70.7,14
28.4,6.7,13,126,11,60.6,14
29.4,6.8,14,,,62.4,14
29,6.7,13,,,63.4,14
28.6,6.8,11,113,12,59.6,14
29,6.8,12,,,60.4,14
29,6.7,13,,,61.9,14
28.6,6.8,12,118,10,60.9,16
28.7,6.8,12,,,60.5,16
28.5,6.8,11,,,61.7,16
28.8,6.8,11,114,10,59.5,16
28.9,6.9,16,,,59.8,16
29,6.9,12,,,59.3,16
29,6.8,13,127,11,61.7,16
29.2,6.9,14,,,59.4,16
29.2,6.8,13,,,61.7,16
28.8,6.9,11,113,9,60,16
29.4,6.9,14,,,58.4,16
29.4,6.8,15,,,61.1,16
28.3,6.8,12,108,11,58,14
29.4,6.8,14,,,60.6,14
29.2,6.8,14,,,60.4,14
28.6,6.8,13,109,11,59.2,14
28.9,6.8,13,,,59.4,16
28.9,6.8,22,189,21,60.9,16
28,6.8,12,119,11,65.7,16
28.9,6.8,15,,,60,16
28.9,6.7,24,,,62.9,16
28.6,6.8,12,114,13,72.3,16
28.9,6.8,15,,,61,16
29,6.8,28,215,25,60,16
28.8,6.8,15,133,13,72.3,16
28.9,6.8,15,,,62.9,16
28.7,6.8,24,218,25,60.9,16
28.7,6.7,14,148,15,78.2,16
29.4,6.8,15,,,63.8,16
28.5,6.8,25,212,23,62.5,16
28.8,6.8,16,154,13,78.8,18
29.8,6.8,14,,,64.7,18
29.1,6.8,17,,,74,18
28.9,6.8,14,142,12,78.5,18
29.5,6.9,13,,,64.8,18
29,6.8,13,,,63.2,18
28.6,6.8,11,114,10,64.5,16
29.7,6.8,13,,,64.3,16
29.2,6.8,13,,,62.8,16
28.9,6.8,10,77,8,62,14
29.1,6.8,11,,,63,14
29.1,6.8,11,,,63,14
28.8,6.8,10,103,9,60.3,14
29,6.8,10,,,61,14
29.3,6.8,10,,,60.6,14
28.3,6.8,10,100,11,60.7,14
28.5,6.9,10,,,60,14
29.6,6.8,8,,,61.3,14
28.8,6.8,10,98,7,61.2,14
29.5,6.9,10,,,61.1,14
29.1,6.8,9,,,60.9,14
28.9,6.8,10,84,7,62.6,14
29.3,6.8,10,,,61.4,14
29.1,6.8,10,,,62.9,14
29.1,6.8,11,89,9,61.5,16
29.1,6.8,13,,,59.4,16
29.7,6.9,12,,,61.9,16
28.8,6.8,11,92,9,61.9,16
29.3,6.8,13,,,61.3,16
29.3,6.8,13,,,61.6,16
28.7,6.8,12,137,10,60,14
29.8,6.9,12,,,60.1,14
29.4,6.8,19,,,62,14
28.6,6.7,12,99,10,63,14
29.8,6.8,13,,,59.4,14
29.4,6.8,23,,,62.2,14
29.2,6.7,12,104,8,67.3,14
28.6,6.7,15,,,,14
29.2,6.8,26,223,22,60.2,14
28.6,6.7,15,142,15,87,16
29.3,6.8,17,,,62.2,16
29.3,6.8,23,,,61.1,16
28.7,6.7,18,155,18,103,18
29.3,6.7,18,,,64.7,18
28.5,6.7,23,182,20,62,18
28.7,6.7,18,141,15,111.4,18
29.3,6.7,18,,,65.5,18
28.5,6.7,20,,,62.3,18
28.8,6.7,23,187,21,77,18
29.2,6.7,18,,,71,18
28.9,6.6,16,,,64.5,18
28.9,6.7,21,167,18,79,16
29.3,6.7,21,,,87,16
29.2,6.8,21,,,63.7,16
28.2,6.7,15,127,13,63.3,16
29.4,6.7,15,,,74,16
29.4,6.7,15,,,64,16
28.5,6.7,15,111,10,62.9,16
29.4,6.7,15,,,77.4,16
28.6,6.8,14,,,64,16
28.6,6.7,13,126,13,62.6,16
29,6.8,17,,,64.3,16
29,6.8,14,,,70,16
28.8,6.7,13,128,15,61,16
29,6.8,19,,,61.8,16
29,6.8,15,,,82,16
28.7,6.7,13,126,13,63.4,16
29.5,6.8,20,,,62.2,16
28.5,6.7,18,,,94.7,16
28.7,6.6,13,99,,78.3,16
29.3,6.8,21,164,,64.8,16
28.5,6.7,22,,,115,16
28.7,6.6,14,,,112.2,16
28.7,6.6,14,,,137.7,16
28.8,6.7,15,126,,108,16
29.8,6.8,22,165,,61.7,20
29.4,6.8,33,217,,89.2,20
28.6,6.7,13,,,76.3,20
28.6,6.7,14,,,124,20
28.7,6.8,14,122,,112,18
29.9,6.8,15,,,62.2,18
28.9,6.8,29,190,,63.7,18
28.9,6.8,16,,,135,18
28.6,6.7,15,137,,101.6,18
29.4,6.8,15,,,59.6,18
29.4,6.8,30,223,,58.8,18
29,6.8,17,131,,113.4,18
29.6,6.9,16,,,60.8,18
29.6,6.8,30,203,,59.5,18
28.7,6.8,22,165,,103.2,18
29.7,6.9,17,,,63.1,18
29.7,6.9,24,,,59.5,18
28.8,6.8,21,165,,95.9,18
28.8,6.8,17,,,151.8,18
29.4,6.8,17,,,67.5,18
29.4,7,18,,,62.2,18
28.6,6.8,21,168,,84,18
28.6,6.8,15,,,64.2,18
29.5,7,21,,,59.8,18
29.5,6.8,15,,,150.2,18
29.5,6.9,17,,,133.7,18
28.9,6.9,20,164,,87,18
29.2,6.9,18,,,80,18
29.1,7,18,,,64.8,18
29,7,13,118,,74.7,16
29.3,7,16,,,74.8,16
29.6,7.1,13,,,63.2,16
28.9,7,12,102,,69.2,16
30,7,12,,,64.6,16
29.6,7.1,10,,,66.3,16
28.5,7,10,94,,57.8,16
29.8,7,9,,,62,16
29.2,7.1,11,,,60.8,16
28.5,7,10,96,,56.8,16
29.7,7,10,,,61.7,16
28.6,7.1,11,,,69,16
28.5,7.1,10,95,,57.6,16
28.8,7.2,15,,,57.8,16
28.8,7,10,,,71,16
28.2,7,10,90,,60,18
29.3,7.1,17,,,58,18
29.3,6.9,13,,,73.9,18
28.5,7,12,84,,61,16
29.5,7.1,20,,,58.5,16
28.9,7,20,,,74,16
28.6,6.9,14,,,66,16
28.9,7.1,20,,,60,16
29.2,7,23,,,74,16
29,7,13,,,66,16
29,7,18,,,61.4,16
29.1,6.9,27,,,77,16
28.5,6.9,17,143,,107.3,18
29.3,7,16,,,61.2,18
29.2,6.9,21,,,75.6,18
29.2,6.8,17,133,,103.2,18
29.3,6.9,17,,,59.6,18
29.1,6.9,20,,,66.7,18
28.7,6.8,19,141,,89,18
29.4,6.9,19,,,60.4,18
29.1,6.9,22,,,59.6,18
28.6,6.9,22,146,,64.4,18
29.5,6.9,17,,,60.5,18
29.5,6.8,20,,,58.8,18
28.7,6.8,24,196,,58.3,18
29,6.9,17,,,67,20
29,6.9,15,,,59,20
28.7,6.9,23,189,,59.2,16
29.2,6.9,18,,,62.5,16
29,6.9,15,,,59,16
28.7,6.9,20,148,,60,18
29.5,6.9,16,,,64,18
29.5,6.9,13,,,61,18
29.4,6.9,14,,,61.4,16
29.7,6.9,13,,,67.5,16
29.4,6.9,13,,,67.1,16
29.2,6.9,12,102,,60.8,16
30,7,14,,,63.5,16
29.8,7,12,,,63.3,16
29,6.9,13,105,,60,18
29.7,6.9,13,,,67.5,18
29,6.9,13,105,,61.7,18
29.8,6.9,19,,,60.6,18
29.8,6.9,17,,,70.3,18
29.1,6.9,13,113,,62.5,18
29.9,7,16,,,60,18
30,7,18,,,67.2,18
28,6.9,12,110,,59,18
29.9,7.1,19,,,59.6,18
30,7,22,,,59.3,18
28.9,6.9,14,99,,61.9,18
29,7,16,,,59.2,18
29.5,7,25,,,62.2,18
28.9,6.9,17,121,,70,18
29.6,6.9,15,,,60.8,18
29.1,6.9,27,,,62,18
28.7,6.9,14,119,,73.8,18
29.8,6.9,16,,,59.4,18
30,7.1,30,229,,59.3,18
29.3,6.9,17,140,,70.5,18
30.1,7,16,,,60,18
29.8,7,22,,,58.1,18
29,7,14,121,,58,18
29.8,7,14,,,57,18
30,7,20,148,,55.4,18
28.9,6.8,12,113,,55.7,16
29.8,7,12,,,57.2,16
29.8,7,15,,,55.7,16
28.8,7,14,118,,55.2,16
29.6,7,13,,,56.3,16
29.6,7,16,,,55.3,16
28.5,7,16,128,,56,16
29,7,14,,,56,16
29.5,7,11,,,56.5,16
29.3,7,15,123,,56.6,18
29.3,7.3,13,,,57.4,18
29.7,7.2,16,,,58.5,18
29.4,7.1,14,118,,58.2,16
30.2,7.2,12,,,58.4,16
29.9,7.3,12,,,61,16
29.7,7.2,13,115,,58.1,16
30.2,7.2,12,,,60.4,16
30.2,7.3,11,,,57.5,16
29.4,7.2,12,109,,56,16
30.6,7.2,15,,,55.5,16
29.9,7.2,12,,,56.4,16
29.4,7.1,12,108,,55.4,16
30,7.2,15,,,55.6,16
30,7.2,15,,,55.5,16
29.1,7.2,12,108,,57,20
30.1,7.2,17,,,56.7,20
30.1,7.2,13,,,57.7,20
29.2,7.2,12,110,,59.5,20
29.2,7.2,16,,,58,20
30.2,7.2,21,,,57.5,20
29.2,7.2,13,114,,57,20
29.5,7.2,14,,,57.7,20
30.1,7.2,22,,,58.4,20
29.8,7.1,11,108,,57.1,20
30.3,7.1,14,,,60.6,20
30.2,7.2,20,182,,58,20
29.9,7.1,14,118,,60.6,20
30.6,7.1,18,,,58.7,20
29.8,7.2,21,,,57.4,20
29.7,7,23,175,,60,18
,7.1,19,,,60,18
30.3,7.1,25,,,58.9,18
,7,27,211,,62.1,18
31,7.1,20,171,,62.8,18
30.5,7.1,22,,,58.9,18
29.6,7.1,28,211,,59.6,18
30.4,7.1,20,,,66.3,18
30,7.2,22,,,60.3,18
29.4,7.1,23,,,60,18
29.2,7.2,20,,,73.6,18
30.6,7.1,17,,,61.3,18
28.8,7.1,21,198,,62.5,16
30.2,7.1,21,,,80.2,16
,7.1,17,,,68,16
29.8,7.1,14,121,,63,18
30.2,7,16,,,84,18
30.3,7,16,,,75.9,18
29.8,7.1,16,140,,63,18
,7.1,22,,,80,18
30.2,7,17,,,89,18
29.8,7.1,15,127,,64,18
30.9,7.2,31,250,,73.9,18
30.2,7,20,,,104.2,18
29.7,7.1,14,124,,66,18
31.2,7.1,32,,,65.2,18
29.7,7,22,,,113.2,18
29,7,18,152,,74.1,20
30.7,7.2,37,296,,67.5,20
,7,33,,,89.7,20
29.9,6.9,27,,,123,20
29.5,7,20,177,,100.8,20
30.6,7.1,31,261,,70.2,20
30.6,6.9,39,274,,117.1,20
,6.8,27,,,148,20
,6.9,28,,,123,20
,7,22,,,146,20
29.8,7,23,187,,123.3,22
31,7.1,25,,,68.3,22
,7.1,38,,,103.8,22
29.7,7.1,21,209,,150,22
30,7.2,26,,,68.3,22
30.7,7.2,29,236,,137.9,22
29.9,7.1,20,184,,160,22
30.8,7.2,25,,,71,22
30.8,7.2,46,,,79.1,22
,7.1,25,,,134.9,22
,7.1,25,,,78,22
,7.2,33,,,74.9,22
30.1,7.1,30,238,,153.2,22
30.7,7.2,29,,,73,22
29.6,7.1,39,280,,87,22
30.2,7,37,301,,150,22
30.4,7.2,27,,,81,22
30.4,7.2,40,,,86.6,22
,7,24,,,94.3,22
,7.1,40,349,,120,22
30.5,7.2,25,,,91,22
,7.2,35,,,101.4,22
,7.1,30,,,129.2,22
30.1,7.1,39,,,100.4,22
,7.1,36,,,195,22
30.5,7.1,30,,,124,22
30.8,7.2,31,210,,87.2,22
,7.1,37,,,144.3,22
,7.1,16,170,,196,22
,7,23,,,132,22
29.8,7.1,34,279,,80.5,22
31.2,7.1,29,,,122,22
31.1,7.1,31,,,97.5,22
,7,18,150,,204.5,22
,7,22,,,141,22
30.4,7.1,34,,,72.4,18
31.3,7,25,,,142,18
31.2,7.1,22,,,108.1,18
,7,15,,,194.6,18
,7,18,,,149.5,18
30.2,7.2,27,219,,71.3,18
31.8,7.2,22,,,141,18
29.9,7.2,17,159,,105,18
30.2,7.1,12,,,159.9,18
,7.1,14,,,132.7,18
30,7.2,14,,,71.7,18
30.2,7.2,22,200,,70,18
31.2,7,22,,,176,18
30,7,16,,,140,18
30.3,7.2,17,128,,66,18
,7.1,29,,,118.4,18
30.3,7.1,21,,,154.9,18
,7.1,21,,,133.4,18
,7.1,15,,,96.5,18
30.2,7.2,19,161,,65.2,18
,7.2,20,,,108.8,18
31.5,7.2,38,,,103.5,18
,7.1,32,,,186.8,18
,,25,,,250,18
30.9,7,23,,,256,18
,7,24,,,192.3,18
,7,20,,,113.2,18
,7,17,,,102.5,18
30.2,7,17,,,122.6,18
30.5,7.1,16,150,,77,18
,7.2,32,,,79,18
,7.1,36,,,164,18
,,28,,,235,18
30.7,7,21,197,,273,18
,,20,,,343,18
,7.1,28,,,281,18
30.4,7.1,23,,,151.4,18
,7.1,17,,,99.6,18
,6.9,21,,,110,18
29.8,6.9,23,,,211.4,18
,6.9,20,,,274,18
30.2,7,23,201,,152.4,18
,7,23,,,86.8,22
,7,28,,,77.2,22
,7.1,34,,,83.2,22
,,33,,,287,22
30.3,7,29,,,330,22
,,29,,,416,22
,7,26,,,394,22
,,26,,,279,22
,6.9,26,,,244,22
,,22,,,162,22
,7,21,,,135,22
30.3,7.1,25,,,112,22
,7,22,,,320,22
,,19,,,396,22
30.7,6.9,29,227,,304,22
,7,25,,,140.5,22
,7.2,25,,,82,22
,7.2,26,,,79.3,22
,7.1,54,304,,125.7,22
31.2,7,36,298,,297,22
,,23,,,401,22
,7,26,,,390,22
,,28,,,274,22
,,23,,,136,22
,7.1,23,,,101,22
,7.1,30,,,105.6,22
,7.1,40,,,102.7,22
,7.1,30,,,307,22
30.3,6.9,25,239,,415,22
,6.9,33,298,,226,22
,7,29,,,255,22
31.1,7.1,24,,,78.3,22
,7.1,52,372,,97.8,22
30.7,7,52,,,241,22
,6.9,28,,,306,22
,,28,,,164.1,22
,7.1,28,,,104.4,22
30.7,7.1,26,,,75.7,22
,7,45,,,152.3,22
30.5,6.9,30,230,,341,24
,6.9,37,,,329,24
,,33,,,232,24
,7,28,,,135,24
30.9,7.1,30,,,88,24
,7,41,347,,84,24
30,6.9,42,,,154,24
,,37,,,259,24
,6.9,22,199,,327,24
,,22,,,346,24
30,7,27,,,286,24
,7,26,,,145.9,24
,6.9,24,,,85.6,24
29.9,6.9,29,,,109.9,24
,6.9,43,349,,95.4,24
30.4,6.9,43,,,248,26
,,31,,,164,26
,6.9,42,,,104,26
30,6.9,53,390,,130,26
,6.9,24,,,314,26
,,21,,,375,26
,6.9,24,,,393,26
30.5,6.9,35,,,92,26
30.2,6.9,51,382,,198.5,24
,6.8,27,,,379,24
,6.8,41,,,351,24
,6.9,32,234,,147.2,24
,6.9,35,,,132.1,24
31.2,6.9,43,293,,143.6,24
,6.9,42,,,313,24
,6.9,30,,,300,24
,6.9,30,,,156.5,24
,6.9,33,,,96.2,24
30.4,6.9,51,410,,149.4,26
,6.9,38,325,,333,26
,,29,235,,399,26
,6.8,31,,,430,26
,,35,,,321,26
31,6.8,37,,,235,26
,,26,,,154,26
,6.9,21,,,126.9,26
30.7,6.9,35,,,150,26
,6.8,33,,,359,26
,6.8,25,,,381,26
,6.8,24,,,352,26
30.8,6.9,23,,,132.6,26
,6.9,25,,,84.3,26
30.6,6.9,43,361,,106,24
,6.9,50,,,258,24
,6.9,26,,,438,24
30,6.9,29,,,334,24
,6.9,23,,,178,24
29.8,6.9,26,226,,170,24
,6.8,29,,,262,24
,6.8,17,157,,388,24
,,17,,,419,24
,6.8,24,,,340,24
,6.9,22,,,161.3,24
29.3,6.9,21,,,108.6,24
,6.9,23,,,86,24
29.8,6.9,31,240,,99,20
,6.9,42,,,164.5,20
,6.9,35,,,400,20
31.3,6.8,22,184,,357,26
,6.8,23,,,241,26
30,6.9,20,,,190,26
,6.9,16,,,224,26
29.6,6.9,19,,,94,26
30.1,6.9,28,232,,83,20
30.9,6.8,39,,,217,20
,6.8,23,,,352,20
,6.8,20,,,290,20
30.8,6.9,22,,,211,20
,6.9,17,,,167,24
30.7,6.9,17,,,73.4,20
,6.9,33,,,104.9,20
30.9,6.9,23,,,242,20
,6.9,21,,,296,20
31,6.8,21,,,205.8,20
,6.9,20,,,120.9,20
,6.9,15,,,95.1,20
,6.9,13,,,88,20
30.8,6.9,13,,,86.8,20
30.2,6.9,16,145,,70,18
31.6,6.9,33,,,126,18
30.2,6.9,26,,,202,18
,6.9,21,,,120.3,18
30.9,6.9,18,,,84.3,18
,7,14,,,76.3,18
30.9,7,16,130,,67.5,18
31.3,7,37,,,97.4,18
30,6.9,22,,,238,18
,6.9,20,,,99,18
30,7,16,,,80.6,18
31,7,19,160,,68.3,18
31,7,36,305,,72.2,18
31.4,6.9,22,,,203.9,18
,6.9,27,,,152.5,18
,7,22,,,115.8,18
30.1,6.9,20,165,,94.7,18
31.8,6.9,30,,,73.6,18
,6.9,45,,,130.9,18
31.4,6.9,25,,,258,18
,6.8,27,229,,178.9,18
,6.8,25,,,113.6,18
30.9,7,17,,,93.2,18
,6.9,18,,,197.9,18
30.2,6.9,22,184,,156,18
31.9,6.9,32,288,,76.5,18
31,7,32,,,218,18
,6.9,29,,,265,18
,6.9,23,,,160.7,18
,6.9,27,,,167.4,18
